5,177
5.02,161
5.04,128
5.06,108
5.08,164
5.1,146
5.12,156
5.14,98
5.16,144
5.18,174
5.2,161
5.22,142
5.24,180
5.26,123
5.28,114
5.3,149
5.32,159
5.34,174
5.36,159
5.38,132
5.4,112
5.42,130
5.44,112
5.46,121
5.48,132
5.5,130
5.52,139
5.54,128
5.56,137
5.58,110
5.6,102
5.62,161
5.64,130
5.66,146
5.68,98
5.7,142
5.72,144
5.74,130
5.76,166
5.78,172
5.8,164
5.82,100
5.84,164
5.86,156
5.88,169
5.9,139
5.92,174
5.94,121
5.96,156
5.98,125
6,108
6.02,156
6.04,156
6.06,104
6.08,85
6.1,154
6.12,121
6.14,169
6.16,102
6.18,137
6.2,125
6.22,130
6.24,119
6.26,149
6.28,128
6.3,117
6.32,169
6.34,114
6.36,125
6.38,146
6.4,151
6.42,146
6.44,96
6.46,83
6.48,144
6.5,121
6.52,100
6.54,110
6.56,149
6.58,104
6.6,172
6.62,156
6.64,180
6.66,149
6.68,121
6.7,121
6.72,139
6.74,128
6.76,125
6.78,139
6.8,110
6.82,154
6.84,121
6.86,156
6.88,123
6.9,149
6.92,112
6.94,137
6.96,114
6.98,123
7,144
7.02,98
7.04,144
7.06,146
7.08,102
7.1,132
7.12,159
7.14,108
7.16,164
7.18,102
7.2,159
7.22,135
7.24,137
7.26,86
7.28,121
7.3,108
7.32,166
7.34,188
7.36,104
7.38,96
7.4,108
7.42,106
7.44,104
7.46,146
7.48,112
7.5,100
7.52,151
7.54,114
7.56,135
7.58,137
7.6,146
7.62,154
7.64,169
7.66,102
7.68,151
7.7,104
7.72,121
7.74,114
7.76,100
7.78,104
7.8,159
7.82,149
7.84,144
7.86,137
7.88,114
7.9,137
7.92,106
7.94,164
7.96,128
7.98,130
8,137
8.02,110
8.04,112
8.06,142
8.08,137
8.1,137
8.12,137
8.14,94
8.16,144
8.18,112
8.2,135
8.22,130
8.24,174
8.26,94
8.28,112
8.3,121
8.32,144
8.34,123
8.36,151
8.38,121
8.4,96
8.42,106
8.44,125
8.46,121
