11,4028
11.01955,4166
11.03909,4215
11.05864,4152
11.07818,4010
11.09773,4046
11.11727,4184
11.13682,4177
11.15637,4061
11.17591,4206
11.19546,4099
11.215,4129
11.23455,4139
11.2541,4094
11.27364,4067
11.29319,4073
11.31273,3992
11.33228,4035
11.35182,4093
11.37137,4249
11.39092,4269
11.41046,4120
11.43001,4009
11.44955,4110
11.4691,4049
11.48864,4076
11.50819,4133
11.52774,4167
11.54728,4057
11.56683,4041
11.58637,4102
11.60592,4043
11.62547,4145
11.64501,4093
11.66456,4000
11.6841,4042
11.70365,4200
11.72319,4083
11.74274,4104
11.76229,4105
11.78183,4163
11.80138,4041
11.82092,4139
11.84047,4068
11.86001,4136
11.87956,4118
11.89911,4221
11.91865,4151
11.9382,4054
11.95774,4045
11.97729,4001
11.99684,3973
12.01638,4027
12.03593,4058
12.05547,4081
12.07502,4077
12.09456,4017
12.11411,4024
12.13366,4027
12.1532,4115
12.17275,4103
12.19229,3996
12.21184,4004
12.23138,3995
12.25093,3882
12.27048,4016
12.29002,4022
12.30957,4056
12.32911,3888
12.34866,4013
12.36821,3894
12.38775,3889
12.4073,4013
12.42684,3806
12.44639,3998
12.46593,3919
12.48548,4036
12.50503,4053
12.52457,4070
12.54412,4090
12.56366,4180
12.58321,4295
12.60275,4200
12.6223,4184
12.64185,4063
12.66139,3917
12.68094,3900
12.70048,3991
12.72003,3896
12.73958,4017
12.75912,3838
12.77867,3910
12.79821,3963
12.81776,3887
12.8373,3846
12.85685,4014
12.8764,4008
12.89594,3892
12.91549,3905
12.93503,3890
12.95458,3964
12.97412,3774
12.99367,3830
13.01322,3942
13.03276,3883
13.05231,3815
13.07185,3784
13.0914,3672
13.11095,3769
13.13049,3881
13.15004,3778
13.16958,3832
13.18913,3854
13.20867,3744
13.22822,3774
13.24777,3803
13.26731,3739
13.28686,3725
13.3064,3902
13.32595,3737
13.34549,3765
13.36504,3834
13.38459,3849
13.40413,3717
13.42368,3862
13.44322,3809
13.46277,3755
13.48232,3705
13.50186,3774
13.52141,3767
13.54095,3775
13.5605,3706
13.58004,3748
13.59959,3733
13.61914,3627
13.63868,3830
13.65823,3741
13.67777,3669
13.69732,3784
13.71686,3778
13.73641,3767
13.75596,3836
13.7755,3778
13.79505,3764
13.81459,3653
13.83414,3613
13.85369,3659
13.87323,3677
13.89278,3777
13.91232,3624
13.93187,3715
13.95141,3689
13.97096,3648
13.99051,3743
14.01005,3738
14.0296,3674
14.04914,3604
14.06869,3623
14.08823,3621
14.10778,3627
14.12733,3718
14.14687,3593
14.16642,3744
14.18596,3703
14.20551,3539
14.22506,3661
14.2446,3667
14.26415,3589
14.28369,3607
14.30324,3654
14.32278,3537
14.34233,3634
14.36188,3579
14.38142,3739
14.40097,3596
14.42051,3540
14.44006,3490
14.4596,3630
14.47915,3714
14.4987,3577
14.51824,3603
14.53779,3593
14.55733,3647
14.57688,3528
14.59643,3523
14.61597,3557
14.63552,3612
14.65506,3585
14.67461,3580
14.69415,3548
14.7137,3504
14.73325,3525
14.75279,3539
14.77234,3569
14.79188,3523
14.81143,3438
14.83097,3523
14.85052,3437
14.87007,3485
14.88961,3450
14.90916,3572
14.9287,3442
14.94825,3470
14.9678,3483
14.98734,3486
15.00689,3446
15.02643,3387
15.04598,3404
15.06552,3369
15.08507,3454
15.10462,3442
15.12416,3396
15.14371,3405
15.16325,3332
15.1828,3412
15.20234,3349
15.22189,3337
15.24144,3427
15.26098,3362
15.28053,3404
15.30007,3335
15.31962,3437
15.33917,3348
15.35871,3418
15.37826,3281
15.3978,3413
15.41735,3423
15.43689,3269
15.45644,3343
15.47599,3439
15.49553,3447
15.51508,3413
15.53462,3647
15.55417,3909
15.57371,4200
15.59326,4972
15.61281,5811
15.63235,7106
15.6519,7988
15.67144,7908
15.69099,6877
15.71054,5605
15.73008,4611
15.74963,4101
15.76917,3753
15.78872,3487
15.80826,3440
15.82781,3355
15.84736,3254
15.8669,3277
15.88645,3281
15.90599,3213
15.92554,3251
15.94508,3185
15.96463,3193
15.98418,3220
16.00372,3183
16.02327,3188
16.04281,3174
16.06236,3166
16.08191,3060
16.10145,3118
16.121,3084
16.14054,3055
16.16009,2981
16.17963,3119
16.19918,2987
16.21873,3080
16.23827,3061
16.25782,3257
16.27736,3050
16.29691,3041
16.31645,2963
16.336,3022
16.35555,3072
16.37509,3030
16.39464,2978
16.41418,2958
16.43373,3059
16.45328,2964
16.47282,3032
16.49237,3041
16.51191,2907
16.53146,3121
16.551,3002
16.57055,2992
16.5901,3088
16.60964,3037
16.62919,2977
16.64873,3182
16.66828,3319
16.68782,3712
16.70737,4385
16.72692,5919
16.74646,8033
16.76601,10881
16.78555,13071
16.8051,12488
16.82465,9745
16.84419,6924
16.86374,4994
16.88328,3979
16.90283,3457
16.92237,3171
16.94192,3121
16.96147,2961
16.98101,3005
17.00056,2843
17.0201,2821
17.03965,2854
17.05919,2876
17.07874,2868
17.09829,2843
17.11783,2863
17.13738,2816
17.15692,2729
17.17647,2791
17.19602,2820
17.21556,2781
17.23511,2742
17.25465,2942
17.2742,2787
17.29374,2777
17.31329,2689
17.33284,2763
17.35238,2727
17.37193,2773
17.39147,2741
17.41102,2786
17.43056,2732
17.45011,2721
17.46966,2829
17.4892,2854
17.50875,2699
17.52829,2678
17.54784,2720
17.56739,2682
17.58693,2644
17.60648,2729
17.62602,2711
17.64557,2700
17.66511,2748
17.68466,2658
17.70421,2688
17.72375,2686
17.7433,2665
17.76284,2759
17.78239,2623
17.80193,2670
17.82148,2664
17.84103,2627
17.86057,2678
17.88012,2560
17.89966,2621
17.91921,2699
17.93876,2629
17.9583,2636
17.97785,2563
17.99739,2636
18.01694,2604
18.03648,2625
18.05603,2710
18.07558,2597
18.09512,2651
18.11467,2543
18.13421,2525
18.15376,2575
18.1733,2607
18.19285,2616
18.2124,2524
18.23194,2625
18.25149,2551
18.27103,2654
18.29058,2519
18.31013,2592
18.32967,2633
18.34922,2543
18.36876,2588
18.38831,2533
18.40785,2531
18.4274,2477
18.44695,2509
18.46649,2589
18.48604,2622
18.50558,2480
18.52513,2574
18.54467,2764
18.56422,3048
18.58377,3102
18.60331,3342
18.62286,3322
18.6424,3117
18.66195,2916
18.6815,2716
18.70104,2636
18.72059,2521
18.74013,2505
18.75968,2509
18.77922,2721
18.79877,2779
18.81832,3060
18.83786,3077
18.85741,3169
18.87695,2866
18.8965,2678
18.91604,2616
18.93559,2600
18.95514,2422
18.97468,2444
18.99423,2395
19.01377,2432
19.03332,2460
19.05287,2401
19.07241,2463
19.09196,2426
19.1115,2428
19.13105,2331
19.15059,2488
19.17014,2445
19.18969,2376
19.20923,2372
19.22878,2401
19.24832,2422
19.26787,2406
19.28741,2345
19.30696,2351
19.32651,2402
19.34605,2386
19.3656,2490
19.38514,2362
19.40469,2412
19.42424,2333
19.44378,2347
19.46333,2372
19.48287,2400
19.50242,2379
19.52196,2367
19.54151,2404
19.56106,2365
19.5806,2341
19.60015,2325
19.61969,2371
19.63924,2366
19.65878,2274
19.67833,2353
19.69788,2391
19.71742,2331
19.73697,2349
19.75651,2342
19.77606,2308
19.79561,2289
19.81515,2276
19.8347,2290
19.85424,2306
19.87379,2322
19.89333,2361
19.91288,2311
19.93243,2264
19.95197,2294
19.97152,2221
19.99106,2390
20.01061,2280
20.03015,2292
20.0497,2399
20.06925,2260
20.08879,2342
20.10834,2246
20.12788,2258
20.14743,2259
20.16698,2316
20.18652,2281
20.20607,2334
20.22561,2272
20.24516,2233
20.2647,2305
20.28425,2340
20.3038,2307
20.32334,2314
20.34289,2222
20.36243,2203
20.38198,2232
20.40152,2337
20.42107,2236
20.44062,2281
20.46016,2268
20.47971,2270
20.49925,2223
20.5188,2204
20.53835,2262
20.55789,2207
20.57744,2238
20.59698,2232
20.61653,2276
20.63607,2196
20.65562,2366
20.67517,2224
20.69471,2224
20.71426,2284
20.7338,2275
20.75335,2325
